component1,component2
164.3050828737301,189.30662150350335
151.01979094536233,190.24715581289624
158.4701872968555,193.3344636275551
158.25930153820204,184.89647737235126
133.18004680609116,151.81522816571115
133.5718545894994,139.6105823564912
113.176870041369,141.7696561907098
125.81385257260435,128.10917203427238
112.84370818347165,124.00006174316124
119.47409260011376,112.69921084394198
120.29592113353957,113.16034959363824
116.13651589788492,105.20234876554419
114.70286214507504,106.16188283660098
112.50762173824675,101.45381201489052
73.36476274750227,107.47111569338593
8.88094826237147,130.53834353134587
101.33275827043289,78.18028304133904
100.54731822638857,72.9531341209091
98.62541644598429,68.95564091032232
93.39724587091963,60.980795831855794
90.38723230600628,65.51646831801243
76.97617380341465,68.7725305432258
92.7912839095535,48.34112531276903
82.0278034049637,65.17329927206222
88.6701229483768,59.34806954272209
79.40104075606668,49.48581199336733
81.22294515851758,24.95522316535073
80.37146030564351,30.770835375454933
-8.686277806420494,69.80437115370725
65.89418531892515,37.1912091496649
74.40498027064187,32.27526917835367
72.8886519747876,24.921646088443595
72.78809394139569,26.76354511264863
48.84057349381427,36.9658657285874
48.21015249548791,38.701799962356894
60.849157422118274,25.846313159374635
68.00138489274961,24.622884485358036
68.14880533304955,12.076744575449645
-15.56688416868881,72.51374717714418
-23.464725001008773,67.82439866833477
69.56826931567431,13.001703546435213
68.7352332976798,18.450017672636044
64.87911334203906,17.281609817811976
55.965770440147935,17.2837884338428
65.50364468666065,13.141460018833905
61.23810073332827,3.9159612508698274
-21.303224307074682,48.509040368079155
28.415490674404897,21.62982700032926
64.5359532095273,16.977988792055765
51.04692834958254,6.119862086868875
57.46189863418926,12.68424761711886
-41.32835061133052,70.13340395441662
64.1949059942546,3.5749367433517385
-30.320316648371403,60.26795741535156
-31.29085980255246,58.41361307867936
56.84054557849017,-2.158616749241881
22.09773003953293,19.73925896613579
-41.6427039922933,55.38691520416907
57.62851955582845,-5.1830597430869965
58.7686814086949,4.980256357497491
59.175985976031534,-12.33445693655259
38.90047511946202,17.969272515100087
56.963919639913144,-12.633630500451513
19.4726834079083,13.098675097106632
31.455446727092838,10.678323961153485
13.0324149220412,22.533619625113527
55.770248095471,-0.514156734770672
4.1789224672843766,29.642315671484443
44.44346074940905,1.2811112036250232
53.12005819753141,-2.5977790959875824
9.621400363951752,9.033586861948566
49.720673804218606,3.3453313311492603
53.907346412818804,-5.615548091563513
55.63838080227878,-16.141666146488486
47.88106519170491,1.9321696676184883
45.570877815853486,-12.121158349459684
53.88442038717621,-9.293800564038918
53.702956382312365,-5.966869935158893
49.244799603404175,-1.8413073247668046
52.55971356045085,-20.173932004783165
53.84289968642065,-12.64312234025662
53.8411564151896,-12.611749362161383
9.913117266034721,16.770603193311278
48.94962107726607,-10.348806682105455
50.58456728098109,-3.5576529473103675
-17.05442861504809,16.133374374821148
40.10886624847321,-7.565745653991272
50.550481767109325,-12.746378705581003
40.89079867790617,-6.368143838161624
48.72522784848431,-10.323674319509758
7.0724551119485355,14.096315414019712
51.76205401675959,-23.566450564168004
35.894274928488805,-11.999050974265948
48.74151534830957,-14.725255647473144
46.77420875307717,-9.68988137125712
24.33929282709834,3.8261157700149986
-14.11662808393444,25.97106127445148
49.71231191717519,-21.131267328837076
14.767366958229596,-1.2480207962605667
44.299775154453044,-14.99388854972428
-47.65264044807538,41.2315667617193
15.094847387356879,8.296320256054216
42.504073780035526,-22.939817348389163
12.471521347187753,-0.002706918904749517
-19.323785086582596,24.232330322363033
