x,y
2005.4360727462122,3545.9548620429637
1811.7079056359603,3532.2421513098693
2063.7342368422405,3491.007521205884
1484.4394637967641,3629.7217972965955
1030.9693880805437,2961.6364071636726
863.7600472952288,2839.687542107847
784.2330543223684,2564.703030961247
667.2652197007127,2545.1118720948675
639.0499713108015,2335.327249361361
496.4286113146696,2271.989132853425
557.9286901612219,2277.352118800963
504.0660111993822,2116.1804248359804
420.5294004699759,2130.534344563578
370.7474605836561,2047.7724920520704
932.8124941671872,1355.0142016379446
898.3443966420211,1389.6080005350007
1189.3406256096541,-1219.7909799098804
69.47985673774282,1572.594994898276
28.207553967618527,1508.5127735344513
393.6016496751813,-1379.6270713667564
-33.91028827412097,1355.20243950136
-18.80956819763847,1201.1785690864247
39.5712960996225,1437.2306807583223
-58.227244319051636,1231.0047745148952
-89.85982100896194,1278.7625098684334
-223.2094672699685,1048.0283735003698
255.98314809127496,-1297.0966300186428
-289.87163499734703,987.4648341211248
527.846937414855,504.51611122991443
-417.28253250074715,741.9543744093968
-755.8289423413075,-803.6340340126222
-504.8810203881295,729.6030341328673
-515.0548180073595,730.0628211460516
-314.5539060305185,516.7456404557483
-313.9730771437314,499.9951210337702
-527.041274030393,561.178283862883
-566.7888856569231,636.647062361958
-724.7526493608966,-774.7856892244854
580.9024738914181,340.9129188907056
620.9570235440477,287.8871174300112
-512.1801640569171,666.370409304758
-615.5117657175008,581.7096972046569
-610.714640134243,525.5498008030831
-597.7603167203381,399.87231957048937
-651.2262282155503,487.08330174110046
-307.3734319810219,773.1837612208155
573.6541789077578,449.54681575525944
-71.06958973702524,473.810099443965
-631.961509748932,587.096512606861
-271.8470067039939,668.6697143712418
-645.9678776780155,369.67287773900375
837.0786804115801,196.97229963858976
-586.5346531521305,521.6586122736529
632.802856154609,77.17007444098755
631.4275055675579,47.55075692820236
-585.71695644999,426.6922855768761
-280.7400829160595,-26.652354289611456
739.3982312510582,12.267226051160524
-588.0844019271335,439.52651379282133
-719.8337080157537,350.3116282067827
-361.3531590285439,728.8402232446259
-517.5445716845726,-569.2930735342121
-340.3177487174761,726.6561721054693
-236.88800032205765,80.11132668882156
-468.2391445166461,9.542801802686958
-201.2365865932309,-212.13560770921842
-748.2085956477264,222.15003356085427
-35.06133571381446,-264.8931028783368
-666.061931839886,120.98542769061825
-738.8050800518464,191.10775027797132
36.9036092192127,362.3290342177145
-734.9916942913923,185.95906639933267
-747.7847299359601,192.46831757958245
-485.1041156785531,554.9912805056438
-749.807161929812,125.33769359783818
-427.3247971915588,475.7435323346323
-724.375000984444,221.6661284346122
-776.2924268589695,151.0265698081426
-766.3914608248042,93.95727898725487
-368.30439138138826,661.1899734862641
-705.2637017777174,250.66671613718665
-705.9913353473463,249.63943749660666
-233.0594877244851,-348.9359035419148
-712.7878302246805,164.19553846780013
-754.4172068082247,238.69552309060313
300.7539176838753,174.2475356954995
-669.6686824704487,60.77581419649366
-744.1524730356563,149.66918703800357
-709.0968358667116,12.668269412149282
-761.50994793334,86.02356941392355
-225.83375730990502,-399.9616057059643
-471.2942322027701,539.8106999920284
-496.8047520635382,227.74696978340393
-727.0013569652045,147.49813890063228
-779.5017648992246,22.055576584523113
-510.9521134330828,-347.2053987877905
164.91728630564214,-422.8400346924353
-622.3601538295362,314.15966113928295
-293.1319506810866,-27.932521951438748
-701.6009077669727,112.28510427173778
732.00655657617,-262.2994665859846
-368.45012393623455,-424.8558519114581
-387.58226474567584,516.5507107831131
-292.5440812594183,-117.54149985289408
205.34137823646208,-438.2163321079483
-776.2963913998617,-57.198955798905914
-436.3928509426756,-410.23387329390994
837.5043223170003,-182.26760416130978
-785.8836754953124,87.12770382319667
119.62526985494725,164.7596786256081
615.1060334326141,-327.21913642152265
-432.2437665300543,-299.29304778970686
-477.02439578235925,-302.2756838169886
-777.8662484074042,21.770577010462397
-406.42755836330764,460.54674259284786
-399.07989198112324,421.34854176620325
-243.97909244206963,-389.70162735829786
-443.92865020477296,304.7625569443607
-611.0347486739394,177.7804797676132
-682.0609882222512,-111.48426642405448
-499.2494241919596,-326.01274547602867
-619.3857494170421,-345.8226762572858
-147.4133887909074,-503.12978491750664
-121.58468977611963,306.9586605933096
-666.9236079169277,178.57779165867703
-669.519561028726,159.8015231501305
-410.0963218645445,-453.5339541766549
-784.1790001376611,-148.10026817121076
-553.6366192769199,239.35123451493484
-716.936203146778,-95.61364279413823
-818.4879850664367,-25.69431652314288
-467.0224456818254,-455.97003934490255
-358.3827855289923,-228.3471454751713
-751.3253773831909,17.90434249635701
-547.0252980955277,-349.421564345708
-802.5342037773518,-58.92483215531243
-490.83731920568664,-425.93570873903667
-424.7647558629016,396.387924694508
-598.2768795403813,-440.48027514998057
-260.073074370777,421.377414223672
-667.010982088193,193.70120680314002
-539.1757566594856,-390.7234862345627
-735.0056043659912,-267.02189979135363
1223.7568679402816,210.8900569771429
-755.4155797514276,-56.42885102257836
1043.83402161064,-164.99294104200686
861.5995872152951,-256.57331279819346
-728.0003920907754,-47.65965056833699
-626.3661193859209,-188.3354419204718
-377.8933785307206,-366.63555006916084
-728.0883292750427,-89.48378418867144
-752.0598391686757,-56.20245350594568
-743.4209991749083,-218.46232273283832
-820.9222971465973,37.07887107080258
-691.8401250322607,78.56900043532119
-492.4698431256736,-166.0291266473727
-632.9195020009607,-262.0730366947153
-367.41520209424993,-494.52231830243335
-773.8590216247374,-207.88122982960266
1030.437608955851,-205.31254290845982
-683.4895217974622,-340.1675089265337
-700.2179967915538,-357.65866835145846
-423.86101276125424,526.8968623886769
-470.83309067585384,434.56815018786875
-767.329984843182,0.6095774823741551
-700.8815252935786,-183.69160079716895
-821.1944473279437,-90.04923332681145
-214.14543588753364,-550.9938689638378
2.429207815732654,-519.6471792043205
-336.3666207202109,-410.47751715786495
-797.4807246406656,-93.05841585839333
-263.770220893673,-543.1865033576654
-818.1914860761805,-125.60244484510588
150.61140629252017,-27.82317927127708
718.6382835339698,-195.9532824137261
-361.3602715247103,418.23269387566137
-161.0938785832542,-482.13362474506437
-250.74157824531727,-461.646329365843
-770.0915045255676,-131.6299796480321
-394.25961407895375,-483.85028993373527
-51.14988730931684,-554.5868517379357
-477.7607577054137,-463.09642582829184
717.9193357274892,-421.7747184343556
